1,0.03624
2,0.07394
3,0.11839
4,0.16554
5,0.21756
6,0.27369
7,0.32238
8,0.37437
9,0.42433
10,0.46887
11,0.51609
12,0.55643
13,0.59626
14,0.63036
15,0.66374
16,0.69432
17,0.72296
18,0.74823
19,0.77002
20,0.79306
21,0.81278
22,0.82981
23,0.84852
24,0.86223
25,0.87648
26,0.88766
27,0.89653
28,0.90839
29,0.91774
30,0.9248
31,0.93276
32,0.93935
33,0.94541
34,0.95102
35,0.95532
36,0.95894
37,0.96437
38,0.96738
39,0.9701
40,0.97358
41,0.976
42,0.9778
43,0.9805
44,0.98229
45,0.98376
46,0.98583
47,0.98741
48,0.98814
49,0.98962
50,0.99098
51,0.99171
52,0.99264
53,0.99349
54,0.99361
55,0.9943
56,0.99531
57,0.99544
58,0.99578
59,0.99658
60,0.9967
61,0.99706
62,0.99723
63,0.99759
64,0.99796
65,0.9982
66,0.99841
67,0.99857
68,0.99868
69,0.9988
70,0.99884
71,0.99887
72,0.99908
73,0.99927
74,0.99927
75,0.99929
76,0.99939
77,0.99929
78,0.99939
79,0.99967
80,0.99948
81,0.99962
82,0.99977
83,0.99968
84,0.99974
85,0.99985
86,0.9998
87,0.99978
88,0.99982
89,0.9998
90,0.99986
91,0.99987
92,0.9999
93,0.99994
94,0.99994
95,0.99994
96,0.99994
97,0.9999
98,0.99993
99,0.99994
100,0.99995
