1,0.035823333
2,0.073476667
3,0.118046667
4,0.16716
5,0.219043333
6,0.273073333
7,0.325236667
8,0.3755
9,0.425266667
10,0.469116667
11,0.515676667
12,0.55616
13,0.59584
14,0.63119
15,0.66448
16,0.694736667
17,0.72274
18,0.74755
19,0.77104
20,0.793496667
21,0.81342
22,0.83038
23,0.848356667
24,0.862043333
25,0.875536667
26,0.886943333
27,0.897763333
28,0.90726
29,0.916733333
30,0.92514
31,0.93209
32,0.93957
33,0.945526667
34,0.95069
35,0.95566
36,0.959776667
37,0.96439
38,0.967636667
39,0.97079
40,0.97351
41,0.976286667
42,0.977986667
43,0.98084
44,0.9824
45,0.98386
46,0.985916667
47,0.98744
48,0.98829
49,0.989566667
50,0.990533333
51,0.991393333
52,0.992533333
53,0.993256667
54,0.993926667
55,0.994566667
56,0.995196667
57,0.99557
58,0.996043333
59,0.996553333
60,0.996673333
61,0.997183333
62,0.99731
63,0.997633333
64,0.998006667
65,0.998183333
66,0.998206667
67,0.998583333
68,0.998616667
69,0.998763333
70,0.998796667
71,0.99897
72,0.999013333
73,0.9992
74,0.999156667
75,0.999223333
76,0.999373333
77,0.999473333
78,0.99942
79,0.999576667
80,0.9996
81,0.99961
82,0.999686667
83,0.999686667
84,0.999766667
85,0.999796667
86,0.99982
87,0.999803333
88,0.999823333
89,0.999856667
90,0.999893333
91,0.999886667
92,0.999896667
93,0.999906667
94,0.99991
95,0.99991
96,0.99992
97,0.999936667
98,0.999946667
99,0.999953333
100,0.99995
