1,0.03548
2,0.07366
3,0.11727
4,0.16877
5,0.22057
6,0.27328
7,0.32563
8,0.37444
9,0.42632
10,0.47006
11,0.51785
12,0.55569
13,0.59557
14,0.63129
15,0.66519
16,0.69497
17,0.72221
18,0.74717
19,0.77162
20,0.79418
21,0.81276
22,0.83078
23,0.84765
24,0.86216
25,0.87712
26,0.8864
27,0.89851
28,0.90668
29,0.91603
30,0.92489
31,0.93094
32,0.93985
33,0.94558
34,0.95184
35,0.95632
36,0.96075
37,0.96357
38,0.96787
39,0.97074
40,0.97262
41,0.97609
42,0.97824
43,0.98091
44,0.98231
45,0.98359
46,0.98614
47,0.98735
48,0.98854
49,0.9896
50,0.9902
51,0.99135
52,0.99259
53,0.99305
54,0.99426
55,0.99459
56,0.99527
57,0.99552
58,0.99601
59,0.99643
60,0.99668
61,0.99737
62,0.99746
63,0.99751
64,0.99802
65,0.99813
66,0.9981
67,0.99854
68,0.99857
69,0.99859
70,0.99885
71,0.99906
72,0.999
73,0.9992
74,0.99909
75,0.99918
76,0.99935
77,0.99957
78,0.99937
79,0.99952
80,0.99969
81,0.9996
82,0.99956
83,0.99975
84,0.99977
85,0.99982
86,0.9998
87,0.99983
88,0.99985
89,0.99988
90,0.99986
91,0.99993
92,0.9999
93,0.99989
94,0.9999
95,0.99989
96,0.99991
97,0.99996
98,0.99996
99,0.99996
100,0.99993
