1,0.03581
2,0.07413
3,0.11812
4,0.16836
5,0.21719
6,0.27311
7,0.32515
8,0.37431
9,0.42431
10,0.47189
11,0.51434
12,0.55752
13,0.59583
14,0.63105
15,0.66475
16,0.69453
17,0.72098
18,0.74953
19,0.77092
20,0.79483
21,0.81166
22,0.82893
23,0.84607
24,0.86116
25,0.87496
26,0.88676
27,0.89828
28,0.90772
29,0.91557
30,0.92467
31,0.93184
32,0.93767
33,0.94529
34,0.95071
35,0.95636
36,0.96046
37,0.96255
38,0.96659
39,0.96997
40,0.97346
41,0.97664
42,0.97816
43,0.97998
44,0.98304
45,0.98436
46,0.98594
47,0.98706
48,0.98851
49,0.99026
50,0.99046
1,0.03636
2,0.07461
3,0.11796
4,0.168
5,0.22093
6,0.27115
7,0.32534
8,0.37562
9,0.4263
10,0.4703
11,0.51325
12,0.55531
13,0.59456
14,0.62961
15,0.66215
16,0.69447
17,0.72405
18,0.74539
19,0.77298
20,0.79275
21,0.81272
22,0.83072
23,0.84531
24,0.86092
25,0.8746
26,0.88755
27,0.89817
28,0.90751
29,0.9175
30,0.92547
31,0.93296
32,0.93873
33,0.94735
34,0.94966
35,0.95602
36,0.95962
37,0.96323
38,0.96778
39,0.97047
40,0.97342
41,0.97644
42,0.97796
43,0.98046
44,0.98296
45,0.98444
46,0.98606
47,0.98753
48,0.98845
49,0.98946
50,0.99035
